County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Mobile County,Alabama,1654,46,100,6.0%,30.78989019,-88.20635939,2020-05-15 12:00 EDT,01,097,414.659,3.9888197289821275
Jefferson County,Alabama,1274,37,73,5.7%,33.55427371,-86.89648912,2020-05-15 12:00 EDT,01,073,659.892,1.9306189497675377
Montgomery County,Alabama,787,34,20,2.5%,32.38015,-86.30008000000002,2020-05-15 12:00 EDT,01,101,226.941,3.4678616909240728
Marshall County,Alabama,612,13,9,1.5%,34.234758899999996,-86.31986499999991,2020-05-15 12:00 EDT,01,095,95.145,6.4322875610909664
Lee County,Alabama,444,0,31,7.0%,32.60103513,-85.35548613,2020-05-15 12:00 EDT,01,081,159.287,2.7874214468224023
Shelby County,Alabama,391,1,19,4.9%,33.113,-86.58361,2020-05-15 12:00 EDT,01,117,211.261,1.8507912014048973
Tallapoosa County,Alabama,351,6,57,16.2%,32.86499611,-85.79385037,2020-05-15 12:00 EDT,01,123,40.636,8.6376611871247170
Tuscaloosa County,Alabama,332,13,8,2.4%,33.21042,-87.56625,2020-05-15 12:00 EDT,01,125,206.213,1.6099857913904555
Chambers County,Alabama,326,0,22,6.7%,32.91425002,-85.39199738,2020-05-15 12:00 EDT,01,017,33.826,9.6375569088866552
Franklin County,Alabama,309,21,4,1.3%,34.44170124,-87.84389685,2020-05-15 12:00 EDT,01,059,31.542,9.7964618603766407
Madison County,Alabama,274,2,4,1.5%,34.76311801,-86.55018951,2020-05-15 12:00 EDT,01,089,357.560,0.76630495581161203714
Butler County,Alabama,258,9,9,3.5%,31.752498542000108,-86.68021570599991,2020-05-15 12:00 EDT,01,013,20.025,12.8838951310861423
Baldwin County,Alabama,244,1,8,3.3%,30.73589116,-87.72352514,2020-05-15 12:00 EDT,01,003,208.107,1.1724737755097138
Etowah County,Alabama,199,1,10,5.0%,34.045232666000096,-86.0347460039999,2020-05-15 12:00 EDT,01,055,102.939,1.9331837301702950
DeKalb County,Alabama,190,5,2,1.1%,34.459631638000104,-85.80422403399992,2020-05-15 12:00 EDT,01,049,71.200,2.6685393258426966
Elmore County,Alabama,178,9,6,3.4%,32.54165,-86.31093,2020-05-15 12:00 EDT,01,051,81.212,2.1917943161109196
Coffee County,Alabama,162,3,1,0.6%,31.40262913700011,-85.988180875,2020-05-15 12:00 EDT,01,031,51.288,3.1586335985025737
Dallas County,Alabama,137,5,3,2.2%,32.325885080999996,-87.1064959779999,2020-05-15 12:00 EDT,01,047,40.029,3.4225186739613780
Calhoun County,Alabama,129,1,3,2.3%,33.77138006,-85.82610844,2020-05-15 12:00 EDT,01,015,115.098,1.1207840275243705
Houston County,Alabama,129,4,4,3.1%,31.15312713,-85.302639,2020-05-15 12:00 EDT,01,069,104.352,1.2362005519779209
Lowndes County,Alabama,122,5,9,7.4%,32.154721347000105,-86.65010390200001,2020-05-15 12:00 EDT,01,085,10.236,11.9187182493161391
Sumter County,Alabama,120,5,4,3.3%,32.591065299,-88.198812604,2020-05-15 12:00 EDT,01,119,12.985,9.2414324220254139
Randolph County,Alabama,119,1,7,5.9%,33.293692338,-85.45915091099991,2020-05-15 12:00 EDT,01,111,22.574,5.2715513422521485
Walker County,Alabama,119,3,0,0.0%,33.7422,-87.25376,2020-05-15 12:00 EDT,01,127,64.493,1.8451614903943064
