County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Mobile County,Alabama,1983,67,109,5.5%,30.78989019,-88.20635939,2020-05-23 12:00 EDT,01,097,414.659,4.7822427585075930
Jefferson County,Alabama,1576,78,88,5.6%,33.55427371,-86.89648912,2020-05-23 12:00 EDT,01,073,659.892,2.3882695956308002
Montgomery County,Alabama,1147,51,30,2.6%,32.38015,-86.30008000000002,2020-05-23 12:00 EDT,01,101,226.941,5.0541770768613869
Marshall County,Alabama,645,3,9,1.4%,34.234758899999996,-86.31986499999991,2020-05-23 12:00 EDT,01,095,95.145,6.7791265962478323
Lee County,Alabama,488,17,32,6.6%,32.60103513,-85.35548613,2020-05-23 12:00 EDT,01,081,159.287,3.0636524010120098
Tuscaloosa County,Alabama,482,18,12,2.5%,33.21042,-87.56625,2020-05-23 12:00 EDT,01,125,206.213,2.3373890103921673
Franklin County,Alabama,435,13,6,1.4%,34.44170124,-87.84389685,2020-05-23 12:00 EDT,01,059,31.542,13.7911356286855621
Shelby County,Alabama,427,7,19,4.4%,33.113,-86.58361,2020-05-23 12:00 EDT,01,117,211.261,2.0211965294114863
Tallapoosa County,Alabama,392,5,62,15.8%,32.86499611,-85.79385037,2020-05-23 12:00 EDT,01,123,40.636,9.6466187616891426
Butler County,Alabama,335,6,11,3.3%,31.752498542000108,-86.68021570599991,2020-05-23 12:00 EDT,01,013,20.025,16.7290886392009988
Chambers County,Alabama,330,0,23,7.0%,32.91425002,-85.39199738,2020-05-23 12:00 EDT,01,017,33.826,9.7558091408975344
Madison County,Alabama,292,6,4,1.4%,34.76311801,-86.55018951,2020-05-23 12:00 EDT,01,089,357.560,0.81664615728828728046
Baldwin County,Alabama,273,2,9,3.3%,30.73589116,-87.72352514,2020-05-23 12:00 EDT,01,003,208.107,1.3118251668612781
Elmore County,Alabama,255,13,7,2.7%,32.54165,-86.31093,2020-05-23 12:00 EDT,01,051,81.212,3.1399300595971039
Etowah County,Alabama,228,3,10,4.4%,34.045232666000096,-86.0347460039999,2020-05-23 12:00 EDT,01,055,102.939,2.2149039722554134
DeKalb County,Alabama,216,7,3,1.4%,34.459631638000104,-85.80422403399992,2020-05-23 12:00 EDT,01,049,71.200,3.0337078651685393
Coffee County,Alabama,196,7,1,0.5%,31.40262913700011,-85.988180875,2020-05-23 12:00 EDT,01,031,51.288,3.8215566994228669
Dallas County,Alabama,191,9,3,1.6%,32.325885080999996,-87.1064959779999,2020-05-23 12:00 EDT,01,047,40.029,4.7715406330410452
Walker County,Alabama,191,12,1,0.5%,33.7422,-87.25376,2020-05-23 12:00 EDT,01,127,64.493,2.9615617198765758
Sumter County,Alabama,185,13,6,3.2%,32.591065299,-88.198812604,2020-05-23 12:00 EDT,01,119,12.985,14.2472083172891798
Lowndes County,Alabama,182,10,10,5.5%,32.154721347000105,-86.65010390200001,2020-05-23 12:00 EDT,01,085,10.236,17.7803829620945682
Houston County,Alabama,161,5,4,2.5%,31.15312713,-85.302639,2020-05-23 12:00 EDT,01,069,104.352,1.5428549524685679
Morgan County,Alabama,157,13,1,0.6%,34.45209661,-86.85149931,2020-05-23 12:00 EDT,01,103,119.122,1.3179765282651399
Autauga County,Alabama,155,6,3,1.9%,32.53489266,-86.64270904,2020-05-23 12:00 EDT,01,001,55.200,2.8079710144927536
Choctaw County,Alabama,140,5,4,2.9%,32.019617855,-88.263185278,2020-05-23 12:00 EDT,01,023,13.075,10.7074569789674952
Calhoun County,Alabama,138,1,3,2.2%,33.77138006,-85.82610844,2020-05-23 12:00 EDT,01,015,115.098,1.1989782620028150
Marengo County,Alabama,132,7,6,4.5%,32.2476083990001,-87.789578499,2020-05-23 12:00 EDT,01,091,19.538,6.7560651039000921
Pike County,Alabama,130,3,0,0.0%,31.802432535999998,-85.94090157299989,2020-05-23 12:00 EDT,01,109,33.403,3.8918660000598749
Lauderdale County,Alabama,126,4,2,1.6%,34.90347866,-87.65938649,2020-05-23 12:00 EDT,01,077,92.585,1.3609115947507696
Colbert County,Alabama,125,8,2,1.6%,34.698627370000104,-87.809409365,2020-05-23 12:00 EDT,01,033,54.495,2.2937884209560510
Russell County,Alabama,125,5,0,0.0%,32.2884930810001,-85.184815949,2020-05-23 12:00 EDT,01,113,58.213,2.1472866885403604
Hale County,Alabama,124,5,3,2.4%,32.762615108,-87.62905152799999,2020-05-23 12:00 EDT,01,065,14.887,8.3294149257741654
Randolph County,Alabama,124,1,7,5.6%,33.293692338,-85.45915091099991,2020-05-23 12:00 EDT,01,111,22.574,5.4930450961282892
Wilcox County,Alabama,113,3,7,6.2%,31.989249107,-87.308317685,2020-05-23 12:00 EDT,01,131,10.809,10.4542510870570821
Marion County,Alabama,109,2,10,9.2%,34.13654519,-87.88726277,2020-05-23 12:00 EDT,01,093,29.965,3.6375771733689304
Barbour County,Alabama,105,1,1,1.0%,31.8691904100001,-85.397182046,2020-05-23 12:00 EDT,01,005,25.782,4.0726087968350012
