County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Mobile County,Alabama,2341,20,123,5.3%,30.78989019,-88.20635939,2020-06-05 12:00 EDT,01,097,414.659,5.6456027723985251
Jefferson County,Alabama,1927,26,105,5.4%,33.55427371,-86.89648912,2020-06-05 12:00 EDT,01,073,659.892,2.9201748164851218
Montgomery County,Alabama,1905,47,44,2.3%,32.38015,-86.30008000000002,2020-06-05 12:00 EDT,01,101,226.941,8.3942522505849538
Tuscaloosa County,Alabama,853,17,16,1.9%,33.21042,-87.56625,2020-06-05 12:00 EDT,01,125,206.213,4.1364996387230679
Marshall County,Alabama,714,6,9,1.3%,34.234758899999996,-86.31986499999991,2020-06-05 12:00 EDT,01,095,95.145,7.5043354879394608
Franklin County,Alabama,593,8,9,1.5%,34.44170124,-87.84389685,2020-06-05 12:00 EDT,01,059,31.542,18.8003297191046858
Lee County,Alabama,563,1,34,6.0%,32.60103513,-85.35548613,2020-06-05 12:00 EDT,01,081,159.287,3.5345006183806588
Shelby County,Alabama,536,8,19,3.5%,33.113,-86.58361,2020-06-05 12:00 EDT,01,117,211.261,2.5371459947647696
Tallapoosa County,Alabama,435,1,66,15.2%,32.86499611,-85.79385037,2020-06-05 12:00 EDT,01,123,40.636,10.7047937789152476
Butler County,Alabama,431,10,21,4.9%,31.752498542000108,-86.68021570599991,2020-06-05 12:00 EDT,01,013,20.025,21.5230961298377029
Walker County,Alabama,397,11,3,0.8%,33.7422,-87.25376,2020-06-05 12:00 EDT,01,127,64.493,6.1557068208952910
Elmore County,Alabama,381,7,10,2.6%,32.54165,-86.31093,2020-06-05 12:00 EDT,01,051,81.212,4.6914249125744964
Chambers County,Alabama,363,3,26,7.2%,32.91425002,-85.39199738,2020-06-05 12:00 EDT,01,017,33.826,10.7313900549872879
Madison County,Alabama,359,6,4,1.1%,34.76311801,-86.55018951,2020-06-05 12:00 EDT,01,089,357.560,1.0040272961181340
Morgan County,Alabama,314,12,1,0.3%,34.45209661,-86.85149931,2020-06-05 12:00 EDT,01,103,119.122,2.6359530565302799
Baldwin County,Alabama,296,3,9,3.0%,30.73589116,-87.72352514,2020-06-05 12:00 EDT,01,003,208.107,1.4223452358642429
Dallas County,Alabama,296,4,3,1.0%,32.325885080999996,-87.1064959779999,2020-06-05 12:00 EDT,01,047,40.029,7.3946388868070649
Lowndes County,Alabama,269,4,12,4.5%,32.154721347000105,-86.65010390200001,2020-06-05 12:00 EDT,01,085,10.236,26.2797967956232903
Etowah County,Alabama,265,2,12,4.5%,34.045232666000096,-86.0347460039999,2020-06-05 12:00 EDT,01,055,102.939,2.5743401431915989
DeKalb County,Alabama,260,3,3,1.2%,34.459631638000104,-85.80422403399992,2020-06-05 12:00 EDT,01,049,71.200,3.6516853932584270
Autauga County,Alabama,248,7,5,2.0%,32.53489266,-86.64270904,2020-06-05 12:00 EDT,01,001,55.200,4.4927536231884058
