County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Mobile County,Alabama,888,43,40,4.5%,30.78989019,-88.20635939,2020-04-25 12:00 EDT,01,097,414.659,2.1415186936735969
Jefferson County,Alabama,828,31,33,4.0%,33.55427371,-86.89648912,2020-04-25 12:00 EDT,01,073,659.892,1.2547507773999382
Lee County,Alabama,358,7,23,6.4%,32.60103513,-85.35548613,2020-04-25 12:00 EDT,01,081,159.287,2.2475154909063514
Shelby County,Alabama,298,4,8,2.7%,33.113,-86.58361,2020-04-25 12:00 EDT,01,117,211.261,1.4105774373878757
Chambers County,Alabama,284,2,18,6.3%,32.91425002,-85.39199738,2020-04-25 12:00 EDT,01,017,33.826,8.3959084727724236
Montgomery County,Alabama,284,10,4,1.4%,32.38015,-86.30008000000002,2020-04-25 12:00 EDT,01,101,226.941,1.2514265822394367
Marshall County,Alabama,279,12,5,1.8%,34.234758899999996,-86.31986499999991,2020-04-25 12:00 EDT,01,095,95.145,2.9323663881444112
Tallapoosa County,Alabama,267,6,17,6.4%,32.86499611,-85.79385037,2020-04-25 12:00 EDT,01,123,40.636,6.5705285953341864
Madison County,Alabama,210,8,4,1.9%,34.76311801,-86.55018951,2020-04-25 12:00 EDT,01,089,357.560,0.58731401722787783868
Tuscaloosa County,Alabama,185,3,0,0.0%,33.21042,-87.56625,2020-04-25 12:00 EDT,01,125,206.213,0.89713063676877791410
Baldwin County,Alabama,154,7,2,1.3%,30.73589116,-87.72352514,2020-04-25 12:00 EDT,01,003,208.107,0.74000394028072097527
Etowah County,Alabama,123,2,8,6.5%,34.045232666000096,-86.0347460039999,2020-04-25 12:00 EDT,01,055,102.939,1.1948824060851572
Walker County,Alabama,91,2,0,0.0%,33.7422,-87.25376,2020-04-25 12:00 EDT,01,127,64.493,1.4110058455956460
Calhoun County,Alabama,90,1,3,3.3%,33.77138006,-85.82610844,2020-04-25 12:00 EDT,01,015,115.098,0.78194234478444456029
