County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Mobile County,Alabama,810,51,39,4.8%,30.78989019,-88.20635939,2020-04-23 12:00 EDT,01,097,414.659,1.9534123219319971
Jefferson County,Alabama,778,34,32,4.1%,33.55427371,-86.89648912,2020-04-23 12:00 EDT,01,073,659.892,1.1789808029192656
Lee County,Alabama,340,9,21,6.2%,32.60103513,-85.35548613,2020-04-23 12:00 EDT,01,081,159.287,2.1345119187378757
Shelby County,Alabama,283,5,7,2.5%,33.113,-86.58361,2020-04-23 12:00 EDT,01,117,211.261,1.3395752173851302
Chambers County,Alabama,275,5,16,5.8%,32.91425002,-85.39199738,2020-04-23 12:00 EDT,01,017,33.826,8.1298409507479454
Montgomery County,Alabama,263,10,3,1.1%,32.38015,-86.30008000000002,2020-04-23 12:00 EDT,01,101,226.941,1.1588915180597600
Marshall County,Alabama,258,17,4,1.6%,34.234758899999996,-86.31986499999991,2020-04-23 12:00 EDT,01,095,95.145,2.7116506384991329
Tallapoosa County,Alabama,254,12,16,6.3%,32.86499611,-85.79385037,2020-04-23 12:00 EDT,01,123,40.636,6.2506152180332710
Madison County,Alabama,205,0,4,2.0%,34.76311801,-86.55018951,2020-04-23 12:00 EDT,01,089,357.560,0.57333035015102360443
Tuscaloosa County,Alabama,173,8,1,0.6%,33.21042,-87.56625,2020-04-23 12:00 EDT,01,125,206.213,0.83893837924864096832
Baldwin County,Alabama,143,11,3,2.1%,30.73589116,-87.72352514,2020-04-23 12:00 EDT,01,003,208.107,0.68714651597495519132
Etowah County,Alabama,120,4,8,6.7%,34.045232666000096,-86.0347460039999,2020-04-23 12:00 EDT,01,055,102.939,1.1657389327660071
Walker County,Alabama,89,-1,0,0.0%,33.7422,-87.25376,2020-04-23 12:00 EDT,01,127,64.493,1.3799947281100274
Calhoun County,Alabama,88,3,3,3.4%,33.77138006,-85.82610844,2020-04-23 12:00 EDT,01,015,115.098,0.76456584823367912561
Coffee County,Alabama,80,7,1,1.3%,31.40262913700011,-85.988180875,2020-04-23 12:00 EDT,01,031,51.288,1.5598190609889253
Houston County,Alabama,78,3,3,3.8%,31.15312713,-85.302639,2020-04-23 12:00 EDT,01,069,104.352,0.74747010119595216191
Elmore County,Alabama,74,0,1,1.4%,32.54165,-86.31093,2020-04-23 12:00 EDT,01,051,81.212,0.91119538984386543861
Marion County,Alabama,67,2,5,7.5%,34.13654519,-87.88726277,2020-04-23 12:00 EDT,01,093,29.965,2.2359419322542967
St. Clair County,Alabama,62,0,0,0.0%,33.653,-86.3377,2020-04-23 12:00 EDT,01,115,87.306,0.71014592353331958857
DeKalb County,Alabama,61,3,2,3.3%,34.459631638000104,-85.80422403399992,2020-04-23 12:00 EDT,01,049,71.200,0.85674157303370786517
Randolph County,Alabama,58,-2,4,6.9%,33.293692338,-85.45915091099991,2020-04-23 12:00 EDT,01,111,22.574,2.5693275449632320
Pike County,Alabama,57,4,0,0.0%,31.802432535999998,-85.94090157299989,2020-04-23 12:00 EDT,01,109,33.403,1.7064335538724067
Russell County,Alabama,54,2,0,0.0%,32.2884930810001,-85.184815949,2020-04-23 12:00 EDT,01,113,58.213,0.92762784944943569306
