County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
New York,New York,106763,2353,7349,6.9%,40.71455,-74.00714,2020-04-13 23:13 EDT,36,500,8443.713,12.644082052528313
Nassau,New York,24358,805,910,3.7%,40.74165225,-73.58899619,2020-04-13 23:13 EDT,36,059,1356.564,17.955658560893553
Suffolk,New York,22040,1106,568,2.6%,40.87732808,-72.85898036,2020-04-13 23:13 EDT,36,103,1487.901,14.81281348691882
Westchester,New York,19786,473,557,2.8%,41.16319759,-73.7560629,2020-04-13 23:13 EDT,36,119,968.815,20.422887754628075
Rockland,New York,7965,244,241,3.0%,41.152374,-74.02401032,2020-04-13 23:13 EDT,36,087,323.686,24.60718103347071
Orange,New York,5598,571,171,3.1%,41.40206825,-74.30559567,2020-04-13 23:13 EDT,36,071,378.227,14.800635597141401
Dutchess,New York,1881,43,13,0.7%,41.76477515,-73.74281684,2020-04-13 23:13 EDT,36,027,293.894,6.400266762846468
Erie,New York,1661,37,66,4.0%,42.76382119,-78.73224973,2020-04-13 23:13 EDT,36,029,919.866,1.805697786416717
Monroe,New York,823,25,50,6.1%,43.14604282,-77.69674911,2020-04-13 23:13 EDT,36,055,744.248,1.105814190968602
Ulster,New York,716,61,11,1.5%,41.95986,-73.99033,2020-04-13 23:13 EDT,36,111,179.303,3.9932404923509366
Onondaga,New York,520,26,11,2.1%,43.00487,-76.1836,2020-04-13 23:13 EDT,36,067,464.242,1.1201054622373676
Putnam,New York,507,0,7,1.4%,41.42653455,-73.7494999,2020-04-13 23:13 EDT,36,079,99.070,5.1175936206722525
Albany,New York,499,21,14,2.8%,42.65155,-73.75520999999998,2020-04-13 23:13 EDT,36,001,307.426,1.6231548405144653
Sullivan,New York,380,22,8,2.1%,41.71631354,-74.76811083,2020-04-13 23:13 EDT,36,105,75.211,5.052452433819521
Oneida,New York,206,11,3,1.5%,43.24306498,-75.42583597,2020-04-13 23:13 EDT,36,065,230.782,0.8926172751774402
Schenectady,New York,204,5,8,3.9%,42.81238,-73.94122,2020-04-13 23:13 EDT,36,093,154.883,1.3171232478709738
Saratoga,New York,201,5,4,2.0%,43.06974,-73.63661,2020-04-13 23:13 EDT,36,091,227.377,0.883994423358563
Niagara,New York,194,0,5,2.6%,43.19998147,-78.74522262,2020-04-13 23:13 EDT,36,063,211.704,0.9163738049351925
Steuben,New York,147,0,11,7.5%,42.26782685,-77.38382596,2020-04-13 23:13 EDT,36,101,96.927,1.5166052802624654
Broome,New York,133,7,8,6.0%,42.16021802,-75.81964586,2020-04-13 23:13 EDT,36,007,194.402,0.6841493400273659
Rensselaer,New York,113,11,6,5.3%,42.71086263,-73.5097379,2020-04-13 23:13 EDT,36,083,159.431,0.7087705653229296
Tompkins,New York,113,0,0,0.0%,42.44933495,-76.47064359,2020-04-13 23:13 EDT,36,109,102.962,1.0974922787047647
Madison,New York,110,5,3,2.7%,42.91290749,-75.66978904,2020-04-13 23:13 EDT,36,053,71.359,1.5415014223854036
Columbia,New York,93,6,9,9.7%,42.25001078,-73.63186134,2020-04-13 23:13 EDT,36,021,60.919,1.5266173115120079
St. Lawrence,New York,89,1,0,0.0%,44.17727,-76.16771999999997,2020-04-13 23:13 EDT,36,089,109.558,0.8123550995819566
Genesee,New York,71,1,1,1.4%,43.00094016,-78.1936949,2020-04-13 23:13 EDT,36,037,58.112,1.2217786343612336
Chenango,New York,65,2,0,0.0%,42.49349443,-75.61153709999998,2020-04-13 23:13 EDT,36,017,48.348,1.3444196243898403
Chemung,New York,60,0,1,1.7%,42.1411881,-76.76001059999999,2020-04-13 23:13 EDT,36,015,85.740,0.6997900629811057
Ontario,New York,57,0,0,0.0%,42.85288942,-77.29981098,2020-04-13 23:13 EDT,36,069,109.472,0.5206810874013446
Warren,New York,48,2,0,0.0%,43.5592099,-73.85881158,2020-04-13 23:13 EDT,36,113,64.480,0.7444168734491314
Jefferson,New York,46,0,0,0.0%,44.04103424,-75.91225529,2020-04-13 23:13 EDT,36,045,114.448,0.4019292604501608
Greene,New York,45,1,0,0.0%,42.27654571,-74.12261588,2020-04-13 23:13 EDT,36,039,47.617,0.9450406367473801
Clinton,New York,44,1,3,6.8%,44.7904,-73.6006,2020-04-13 23:13 EDT,36,019,80.794,0.5445948956605688
