County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Mobile County,Alabama,2377,36,124,5.2%,30.78989019,-88.20635939,2020-06-06 12:00 EDT,01,097,414.659,5.7324210978177249
Montgomery County,Alabama,1993,88,47,2.4%,32.38015,-86.30008000000002,2020-06-06 12:00 EDT,01,101,226.941,8.7820182338140750
Jefferson County,Alabama,1980,53,105,5.3%,33.55427371,-86.89648912,2020-06-06 12:00 EDT,01,073,659.892,3.0004909894346348
Tuscaloosa County,Alabama,896,43,17,1.9%,33.21042,-87.56625,2020-06-06 12:00 EDT,01,125,206.213,4.3450218948368920
Marshall County,Alabama,730,16,9,1.2%,34.234758899999996,-86.31986499999991,2020-06-06 12:00 EDT,01,095,95.145,7.6724998686215776
Franklin County,Alabama,608,15,9,1.5%,34.44170124,-87.84389685,2020-06-06 12:00 EDT,01,059,31.542,19.2758861200938431
Lee County,Alabama,577,14,34,5.9%,32.60103513,-85.35548613,2020-06-06 12:00 EDT,01,081,159.287,3.6223922856228066
Shelby County,Alabama,542,6,19,3.5%,33.113,-86.58361,2020-06-06 12:00 EDT,01,117,211.261,2.5655468827658678
Butler County,Alabama,442,11,22,5.0%,31.752498542000108,-86.68021570599991,2020-06-06 12:00 EDT,01,013,20.025,22.0724094881398252
Tallapoosa County,Alabama,439,4,66,15.0%,32.86499611,-85.79385037,2020-06-06 12:00 EDT,01,123,40.636,10.8032286642386062
Walker County,Alabama,433,36,3,0.7%,33.7422,-87.25376,2020-06-06 12:00 EDT,01,127,64.493,6.7139069356364257
Elmore County,Alabama,401,20,10,2.5%,32.54165,-86.31093,2020-06-06 12:00 EDT,01,051,81.212,4.9376939368566222
Chambers County,Alabama,373,10,26,7.0%,32.91425002,-85.39199738,2020-06-06 12:00 EDT,01,017,33.826,11.0270206350144859
Madison County,Alabama,371,12,5,1.3%,34.76311801,-86.55018951,2020-06-06 12:00 EDT,01,089,357.560,1.0375880971025842
Morgan County,Alabama,361,47,1,0.3%,34.45209661,-86.85149931,2020-06-06 12:00 EDT,01,103,119.122,3.0305065395141116
Baldwin County,Alabama,304,8,9,3.0%,30.73589116,-87.72352514,2020-06-06 12:00 EDT,01,003,208.107,1.4607869989957089
Dallas County,Alabama,302,6,3,1.0%,32.325885080999996,-87.1064959779999,2020-06-06 12:00 EDT,01,047,40.029,7.5445302155936946
Lowndes County,Alabama,276,7,12,4.3%,32.154721347000105,-86.65010390200001,2020-06-06 12:00 EDT,01,085,10.236,26.9636576787807737
Etowah County,Alabama,270,5,12,4.4%,34.045232666000096,-86.0347460039999,2020-06-06 12:00 EDT,01,055,102.939,2.6229125987235159
DeKalb County,Alabama,268,8,3,1.1%,34.459631638000104,-85.80422403399992,2020-06-06 12:00 EDT,01,049,71.200,3.7640449438202247
Autauga County,Alabama,259,11,5,1.9%,32.53489266,-86.64270904,2020-06-06 12:00 EDT,01,001,55.200,4.6920289855072464
Coffee County,Alabama,244,4,1,0.4%,31.40262913700011,-85.988180875,2020-06-06 12:00 EDT,01,031,51.288,4.7574481360162221
Sumter County,Alabama,243,7,8,3.3%,32.591065299,-88.198812604,2020-06-06 12:00 EDT,01,119,12.985,18.7139006546014632
Pike County,Alabama,239,16,1,0.4%,31.802432535999998,-85.94090157299989,2020-06-06 12:00 EDT,01,109,33.403,7.1550459539562315
Houston County,Alabama,237,10,5,2.1%,31.15312713,-85.302639,2020-06-06 12:00 EDT,01,069,104.352,2.2711591536338546
Bullock County,Alabama,225,6,7,3.1%,32.1004472750001,-85.715949849,2020-06-06 12:00 EDT,01,011,10.352,21.7349304482225657
Colbert County,Alabama,206,9,4,1.9%,34.698627370000104,-87.809409365,2020-06-06 12:00 EDT,01,033,54.495,3.7801633177355721
Hale County,Alabama,195,3,11,5.6%,32.762615108,-87.62905152799999,2020-06-06 12:00 EDT,01,065,14.887,13.0986766977900181
Russell County,Alabama,193,6,0,0.0%,32.2884930810001,-85.184815949,2020-06-06 12:00 EDT,01,113,58.213,3.3154106471063165
Barbour County,Alabama,190,7,1,0.5%,31.8691904100001,-85.397182046,2020-06-06 12:00 EDT,01,005,25.782,7.3694825847490497
Marengo County,Alabama,182,3,6,3.3%,32.2476083990001,-87.789578499,2020-06-06 12:00 EDT,01,091,19.538,9.3151806735592179
Lauderdale County,Alabama,181,6,2,1.1%,34.90347866,-87.65938649,2020-06-06 12:00 EDT,01,077,92.585,1.9549603067451531
Cullman County,Alabama,180,17,1,0.6%,34.13191433,-86.86762995,2020-06-06 12:00 EDT,01,043,82.313,2.1867748715269763
Calhoun County,Alabama,174,5,3,1.7%,33.77138006,-85.82610844,2020-06-06 12:00 EDT,01,015,115.098,1.5117551999165928
Wilcox County,Alabama,167,9,7,4.2%,31.989249107,-87.308317685,2020-06-06 12:00 EDT,01,131,10.809,15.4500878897215284
Choctaw County,Alabama,155,2,10,6.5%,32.019617855,-88.263185278,2020-06-06 12:00 EDT,01,023,13.075,11.8546845124282983
Clarke County,Alabama,151,2,2,1.3%,31.676615371,-87.8308048259999,2020-06-06 12:00 EDT,01,025,24.387,6.1918235125271661
