County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
New York,New York,14905,1785,131,0.90%,40.71455,-74.00714,2020-03-24 17:58 EDT,36,61,68.02,219.1120259
Westchester,New York,3890,997,1,0.00%,41.16319759,-73.7560629,2020-03-24 17:58 EDT,36,119,27.97,139.1133357
Nassau,New York,2869,427,9,0.30%,40.74165225,-73.58899619,2020-03-24 17:58 EDT,36,59,20.48,140.0878906
Suffolk,New York,1880,422,13,0.90%,40.87732808,-72.85898036,2020-03-24 17:58 EDT,36,103,29.24,64.29548564
Rockland,New York,671,79,3,0.70%,41.152374,-74.02401032,2020-03-24 17:58 EDT,36,87,6.95,96.54676259
Orange,New York,498,109,0,0.00%,41.40206825,-74.30559567,2020-03-24 17:58 EDT,36,71,11.27,44.18811003
Albany,New York,146,19,0,0.00%,42.65155,-73.75521,2020-03-24 17:58 EDT,36,1,17.58,8.304891923
Dutchess,New York,124,24,1,0.80%,41.76477515,-73.74281684,2020-03-24 17:58 EDT,36,27,19.66,6.307222787
Erie,New York,114,13,0,0.00%,42.76382119,-78.73224973,2020-03-24 17:58 EDT,36,29,27.67,4.119985544
Monroe,New York,106,25,3,2.80%,43.14604282,-77.69674911,2020-03-24 17:58 EDT,36,55,25.92,4.089506173
Putnam,New York,82,37,0,0.00%,41.42653455,-73.7494999,2020-03-24 17:58 EDT,36,79,2.58,31.78294574
Onondaga,New York,60,7,1,1.70%,43.00487,-76.1836,2020-03-24 17:58 EDT,36,67,17.03,3.523194363
Saratoga,New York,60,0,0,0.00%,43.06974,-73.63661,2020-03-24 17:58 EDT,36,91,3.4,15.58823529
Schenectady,New York,46,0,0,0.00%,42.81238,-73.94122,2020-03-24 17:58 EDT,36,93,4.58,9.6069869
Ulster,New York,47,0,0,0.00%,41.95986,-73.99033,2020-03-24 17:58 EDT,36,111,11.82,2.96108291
Rensselaer,New York,33,0,0,0.00%,42.71086263,-73.5097379,2020-03-24 17:58 EDT,36,83,5.87,5.621805792
Sullivan,New York,30,0,0,0.00%,41.71631354,-74.76811083,2020-03-24 17:58 EDT,36,105,3.79,6.068601583
Columbia,New York,18,1,0,0.00%,42.25001078,-73.63186134,2020-03-24 17:58 EDT,36,21,1.96,9.183673469
Tompkins,New York,16,1,0,0.00%,42.44933495,-76.47064359,2020-03-24 17:58 EDT,36,109,13.09,1.222307105
Oneida,New York,10,0,0,0.00%,43.24306498,-75.42583597,2020-03-24 17:58 EDT,36,65,13.15,0.760456274
Niagara,New York,10,0,0,0.00%,43.19998147,-78.74522262,2020-03-24 17:58 EDT,36,63,3.99,2.506265664
Broome,New York,9,2,1,11.10%,42.16021802,-75.81964586,2020-03-24 17:58 EDT,36,7,10.92,0.824175824
Ontario,New York,7,0,0,0.00%,42.85288942,-77.29981098,2020-03-24 17:58 EDT,36,69,3.24,1.851851852
Clinton,New York,8,0,0,0.00%,44.7904,-73.6006,2020-03-24 17:58 EDT,36,19,6.64,0.903614458
Wayne,New York,6,0,0,0.00%,42.474131,-77.09816,2020-03-24 17:58 EDT,36,117,1.08,5.555555556
Steuben,New York,5,0,0,0.00%,42.26782685,-77.38382596,2020-03-24 17:58 EDT,36,101,1.84,2.717391304
Herkimer,New York,4,0,0,0.00%,43.0259,-74.98433,2020-03-24 17:58 EDT,36,43,1.4,2.857142857
Greene,New York,4,0,0,0.00%,42.27654571,-74.12261588,2020-03-24 17:58 EDT,36,39,3.21,1.246105919
Wyoming,New York,4,0,1,25.00%,42.70242659,-78.22443261,2020-03-24 17:58 EDT,36,121,3.42,1.169590643
Madison,New York,5,0,1,25.00%,42.91290749,-75.66978904,2020-03-24 17:58 EDT,36,53,4.58,0.873362445
Delaware,New York,3,0,0,0.00%,42.19804334,-74.96635196,2020-03-24 17:58 EDT,36,25,2.41,1.244813278
Montgomery,New York,3,0,0,0.00%,42.9022918,-74.43960085,2020-03-24 17:58 EDT,36,57,0.92,3.260869565
Essex,New York,3,0,0,0.00%,44.10755697,-73.79125847,2020-03-24 17:58 EDT,36,31,2.1,1.428571429
Washington,New York,3,0,0,0.00%,43.31227113,-73.43096234,2020-03-24 17:58 EDT,36,115,3.07,0.977198697
Chenango,New York,3,0,0,0.00%,42.49349443,-75.6115371,2020-03-24 17:58 EDT,36,17,0.75,4
Livingston,New York,3,0,0,0.00%,42.72808354,-77.77543855,2020-03-24 17:58 EDT,36,51,5.88,0.510204082
Chemung,New York,3,1,0,0.00%,42.1411881,-76.7600106,2020-03-24 17:58 EDT,36,15,3.95,0.759493671
Allegany,New York,2,0,0,0.00%,42.25739788,-78.02755444,2020-03-24 17:58 EDT,36,3,4.27,0.468384075
Warren,New York,2,0,0,0.00%,43.5592099,-73.85881158,2020-03-24 17:58 EDT,36,113,0.64,3.125
Hamilton,New York,2,0,0,0.00%,43.66130373,-74.49733573,2020-03-24 17:58 EDT,36,41,0.08,25
Jefferson,New York,2,0,0,0.00%,44.04103424,-75.91225529,2020-03-24 17:58 EDT,36,45,6.14,0.325732899
Cortland,New York,2,0,0,0.00%,42.59500111,-76.07023743,2020-03-24 17:58 EDT,36,23,3.82,0.523560209
Oswego,New York,2,0,0,0.00%,43.4365257,-76.14924403,2020-03-24 17:58 EDT,36,75,4.81,0.415800416
Cayuga,New York,2,0,0,0.00%,42.92145204,-76.54917489,2020-03-24 17:58 EDT,36,11,3.85,0.519480519
Chautauqua,New York,2,2,0,0.00%,42.22826274,-79.36643298,2020-03-24 17:58 EDT,36,13,6.07,0.329489292
Tioga,New York,1,0,0,0.00%,42.06057,-76.34519,2020-03-24 17:58 EDT,36,107,0.52,1.923076923
Genesee,New York,1,0,0,0.00%,43.00094016,-78.1936949,2020-03-24 17:58 EDT,36,37,1.95,0.512820513
Schoharie,New York,1,0,0,0.00%,42.58820746,-74.44213588,2020-03-24 17:58 EDT,36,95,1.27,0.787401575
Fulton,New York,1,0,0,0.00%,43.11240266,-74.43516277,2020-03-24 17:58 EDT,36,35,1.43,0.699300699
Otsego,New York,1,0,0,0.00%,42.63373751,-75.03256231,2020-03-24 17:58 EDT,36,77,5.27,0.189753321
St. Lawrence,New York,1,0,0,0.00%,44.17727,-76.16772,2020-03-24 17:58 EDT,36,89,10.62,0.094161959
Unknown,New York,0,0,53,0,,,2020-03-24 17:58 EDT,,,,
Bergen,New Jersey,701,92,14,0.90%,40.95949149,-74.074442,2020-03-24 17:58 EDT,34,3,10.44,67.14559387
Essex,New Jersey,342,69,8,1.20%,40.78779259,-74.24760059,2020-03-24 17:58 EDT,34,13,23.48,14.56558773
Monmouth,New Jersey,288,50,4,1.00%,40.2600411,-74.22194634,2020-03-24 17:58 EDT,34,25,6.78,42.47787611
Middlesex,New Jersey,277,67,1,0.00%,40.57936,-74.50067,2020-03-24 17:58 EDT,34,23,23.36,11.85787671
Union,New Jersey,246,57,2,0.00%,40.69635,-74.26957,2020-03-24 17:58 EDT,34,39,6.56,37.5
Hudson,New Jersey,234,44,3,0.40%,40.74034231,-74.0741097,2020-03-24 17:58 EDT,34,17,9.48,24.6835443
Passaic,New Jersey,216,75,3,0.00%,40.86034,-74.12374,2020-03-24 17:58 EDT,34,31,10.23,21.1143695
Morris,New Jersey,204,27,4,0.50%,40.86201902,-74.5442741,2020-03-24 17:58 EDT,34,27,8.57,23.80396733
Ocean,New Jersey,180,36,1,0.60%,39.90927434,-74.2969653,2020-03-24 17:58 EDT,34,29,6.88,26.1627907
Somerset,New Jersey,102,35,2,1.00%,40.49859,-74.52249,2020-03-24 17:58 EDT,34,35,5.28,19.31818182
Mercer,New Jersey,58,8,0,0.00%,40.28331911,-74.70157374,2020-03-24 17:58 EDT,34,21,20.37,2.847324497
Camden,New Jersey,51,18,1,2.00%,39.94525,-75.11913,2020-03-24 17:58 EDT,34,7,7.5,6.8
Burlington,New Jersey,42,6,0,0.00%,40.07687,-74.85775,2020-03-24 17:58 EDT,34,5,11.74,3.577512777
Hunterdon,New Jersey,25,7,0,0.00%,40.56725317,-74.91217921,2020-03-24 17:58 EDT,34,19,3.68,6.793478261
Gloucester,New Jersey,19,6,0,0.00%,39.71720107,-75.14164366,2020-03-24 17:58 EDT,34,15,4.24,4.481132075
Sussex,New Jersey,18,3,0,0.00%,41.13934496,-74.69067762,2020-03-24 17:58 EDT,34,37,1.69,10.65088757
Warren,New Jersey,15,3,1,0.00%,40.85732358,-74.997063,2020-03-24 17:58 EDT,34,41,1.98,7.575757576
Atlantic,New Jersey,6,0,0,0.00%,39.4806564,-74.67264306,2020-03-24 17:58 EDT,34,1,6.04,0.993377483
Cape May,New Jersey,3,1,0,0.00%,38.93547,-74.92137,2020-03-24 17:58 EDT,34,9,2.6,1.153846154
Cumberland,New Jersey,2,1,0,0.00%,39.37311491,-75.11061925,2020-03-24 17:58 EDT,34,11,9.97,0.200601805
Salem,New Jersey,1,0,0,0.00%,39.57661332,-75.35810746,2020-03-24 17:58 EDT,34,33,1.26,0.793650794
Unknown,New Jersey,645,0,0,0,,,2020-03-24 17:58 EDT,,,,
Los Angeles,California,662,122,11,1.70%,34.05349,-118.24532,2020-03-24 17:58 EDT,6,37,178.33,3.71221892
Santa Clara,California,375,54,16,4.30%,37.35579,-121.95509,2020-03-24 17:58 EDT,6,85,30.98,12.1045836
San Diego,California,213,0,1,0.40%,32.71568,-117.16171,2020-03-24 17:58 EDT,6,73,108.14,2.089883484
San Mateo,California,161,19,2,0.60%,37.54704,-122.31485,2020-03-24 17:58 EDT,6,81,8.82,18.25396825
Orange,California,152,27,0,0.00%,33.78787,-117.85071,2020-03-24 17:58 EDT,6,59,44.93,3.383040285
San Francisco,California,152,21,0,0.00%,37.77712,-122.41964,2020-03-24 17:58 EDT,6,75,24.24,6.270627063
Alameda,California,123,13,1,1.50%,37.76683,-122.2453,2020-03-24 17:58 EDT,6,1,36.42,3.70675453
Sacramento,California,88,0,4,4.50%,38.57944,-121.49085,2020-03-24 17:58 EDT,6,67,22.16,3.971119134
Contra Costa,California,71,0,1,1.40%,37.91793732,-121.9259354,2020-03-24 17:58 EDT,6,13,10.61,6.691800189
