County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Mobile County,Alabama,2321,37,118,5.1%,30.78989019,-88.20635939,2020-06-04 12:00 EDT,01,097,414.659,5.5973703693878585
Jefferson County,Alabama,1901,17,104,5.5%,33.55427371,-86.89648912,2020-06-04 12:00 EDT,01,073,659.892,2.8807744297551721
Montgomery County,Alabama,1858,35,43,2.3%,32.38015,-86.30008000000002,2020-06-04 12:00 EDT,01,101,226.941,8.1871499640875822
Tuscaloosa County,Alabama,836,14,16,1.9%,33.21042,-87.56625,2020-06-04 12:00 EDT,01,125,206.213,4.0540606072362072
Marshall County,Alabama,708,3,9,1.3%,34.234758899999996,-86.31986499999991,2020-06-04 12:00 EDT,01,095,95.145,7.4412738451836670
Franklin County,Alabama,585,7,8,1.4%,34.44170124,-87.84389685,2020-06-04 12:00 EDT,01,059,31.542,18.5466996385771352
Lee County,Alabama,562,4,34,6.0%,32.60103513,-85.35548613,2020-06-04 12:00 EDT,01,081,159.287,3.5282226421490768
Shelby County,Alabama,528,6,19,3.6%,33.113,-86.58361,2020-06-04 12:00 EDT,01,117,211.261,2.4992781440966388
Tallapoosa County,Alabama,434,2,66,15.2%,32.86499611,-85.79385037,2020-06-04 12:00 EDT,01,123,40.636,10.6801850575844079
Butler County,Alabama,421,2,18,4.3%,31.752498542000108,-86.68021570599991,2020-06-04 12:00 EDT,01,013,20.025,21.0237203495630462
Walker County,Alabama,386,5,2,0.5%,33.7422,-87.25376,2020-06-04 12:00 EDT,01,127,64.493,5.9851456747243887
Elmore County,Alabama,374,2,9,2.4%,32.54165,-86.31093,2020-06-04 12:00 EDT,01,051,81.212,4.6052307540757524
Chambers County,Alabama,360,1,26,7.2%,32.91425002,-85.39199738,2020-06-04 12:00 EDT,01,017,33.826,10.6427008809791285
Madison County,Alabama,353,7,4,1.1%,34.76311801,-86.55018951,2020-06-04 12:00 EDT,01,089,357.560,0.98724689562590893836
Morgan County,Alabama,302,4,1,0.3%,34.45209661,-86.85149931,2020-06-04 12:00 EDT,01,103,119.122,2.5352159970450463
Baldwin County,Alabama,293,1,9,3.1%,30.73589116,-87.72352514,2020-06-04 12:00 EDT,01,003,208.107,1.4079295746899432
Dallas County,Alabama,292,5,3,1.0%,32.325885080999996,-87.1064959779999,2020-06-04 12:00 EDT,01,047,40.029,7.2947113342826451
Lowndes County,Alabama,265,6,12,4.5%,32.154721347000105,-86.65010390200001,2020-06-04 12:00 EDT,01,085,10.236,25.8890191481047284
Etowah County,Alabama,263,1,12,4.6%,34.045232666000096,-86.0347460039999,2020-06-04 12:00 EDT,01,055,102.939,2.5549111609788321
DeKalb County,Alabama,257,0,3,1.2%,34.459631638000104,-85.80422403399992,2020-06-04 12:00 EDT,01,049,71.200,3.6095505617977528
Autauga County,Alabama,241,2,5,2.1%,32.53489266,-86.64270904,2020-06-04 12:00 EDT,01,001,55.200,4.3659420289855072
Coffee County,Alabama,239,0,1,0.4%,31.40262913700011,-85.988180875,2020-06-04 12:00 EDT,01,031,51.288,4.6599594447044143
Sumter County,Alabama,228,0,7,3.1%,32.591065299,-88.198812604,2020-06-04 12:00 EDT,01,119,12.985,17.5587216018482865
Houston County,Alabama,226,0,5,2.2%,31.15312713,-85.302639,2020-06-04 12:00 EDT,01,069,104.352,2.1657467034651947
Bullock County,Alabama,217,2,6,2.8%,32.1004472750001,-85.715949849,2020-06-04 12:00 EDT,01,011,10.352,20.9621329211746522
Pike County,Alabama,212,4,0,0.0%,31.802432535999998,-85.94090157299989,2020-06-04 12:00 EDT,01,109,33.403,6.3467353231745652
Colbert County,Alabama,190,3,2,1.1%,34.698627370000104,-87.809409365,2020-06-04 12:00 EDT,01,033,54.495,3.4865583998531975
Hale County,Alabama,185,6,9,4.9%,32.762615108,-87.62905152799999,2020-06-04 12:00 EDT,01,065,14.887,12.4269496876469403
Russell County,Alabama,181,4,0,0.0%,32.2884930810001,-85.184815949,2020-06-04 12:00 EDT,01,113,58.213,3.1092711250064419
Barbour County,Alabama,177,0,1,0.6%,31.8691904100001,-85.397182046,2020-06-04 12:00 EDT,01,005,25.782,6.8652548289504305
Marengo County,Alabama,175,1,6,3.4%,32.2476083990001,-87.789578499,2020-06-04 12:00 EDT,01,091,19.538,8.9569044938069403
Lauderdale County,Alabama,172,3,2,1.2%,34.90347866,-87.65938649,2020-06-04 12:00 EDT,01,077,92.585,1.8577523356915267
Calhoun County,Alabama,167,2,3,1.8%,33.77138006,-85.82610844,2020-06-04 12:00 EDT,01,015,115.098,1.4509374619889138
Wilcox County,Alabama,157,3,7,4.5%,31.989249107,-87.308317685,2020-06-04 12:00 EDT,01,131,10.809,14.5249329262651494
Choctaw County,Alabama,153,0,10,6.5%,32.019617855,-88.263185278,2020-06-04 12:00 EDT,01,023,13.075,11.7017208413001912
Cullman County,Alabama,152,2,1,0.7%,34.13191433,-86.86762995,2020-06-04 12:00 EDT,01,043,82.313,1.8466098915116689
Clarke County,Alabama,149,0,2,1.3%,31.676615371,-87.8308048259999,2020-06-04 12:00 EDT,01,025,24.387,6.1098126050764752
St. Clair County,Alabama,135,4,1,0.7%,33.653,-86.3377,2020-06-04 12:00 EDT,01,115,87.306,1.5462854786612604
Randolph County,Alabama,128,0,7,5.5%,33.293692338,-85.45915091099991,2020-06-04 12:00 EDT,01,111,22.574,5.6702400992292017
Dale County,Alabama,124,1,0,0.0%,31.4317418050001,-85.61103116899992,2020-06-04 12:00 EDT,01,045,49.255,2.5175109125977058
Marion County,Alabama,124,0,11,8.9%,34.13654519,-87.88726277,2020-06-04 12:00 EDT,01,093,29.965,4.1381611880527282
Pickens County,Alabama,120,0,5,4.2%,33.2809822800001,-88.08868876,2020-06-04 12:00 EDT,01,107,20.298,5.9119125036949453
Talladega County,Alabama,119,2,5,4.2%,33.38013838,-86.16584527,2020-06-04 12:00 EDT,01,121,80.565,1.4770682057965618
Limestone County,Alabama,108,0,0,0.0%,34.81489201,-86.97728456,2020-06-04 12:00 EDT,01,083,93.052,1.1606413618191979
Chilton County,Alabama,107,2,1,0.9%,32.847779405,-86.7188269959999,2020-06-04 12:00 EDT,01,021,43.930,2.4356931481903028
Greene County,Alabama,95,0,4,4.2%,32.853182143000005,-87.9521762539999,2020-06-04 12:00 EDT,01,063,8.426,11.2746261571326845
Macon County,Alabama,93,6,4,4.3%,32.38593437,-85.692580253,2020-06-04 12:00 EDT,01,087,19.054,4.8808649102550646
Winston County,Alabama,91,0,0,0.0%,34.1492576000001,-87.37372355199993,2020-06-04 12:00 EDT,01,133,23.875,3.8115183246073298
Jackson County,Alabama,83,0,3,3.6%,34.7841722,-85.99831592,2020-06-04 12:00 EDT,01,071,52.094,1.5932736975467424
