County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Mobile County,Alabama,759,38,33,4.3%,30.78989019,-88.20635939,2020-04-22 12:00 EDT,01,097,414.659,1.8304196942547973
Jefferson County,Alabama,744,44,30,4.0%,33.55427371,-86.89648912,2020-04-22 12:00 EDT,01,073,659.892,1.1274572202724082
Lee County,Alabama,331,12,16,4.8%,32.60103513,-85.35548613,2020-04-22 12:00 EDT,01,081,159.287,2.0780101326536378
Shelby County,Alabama,278,4,6,2.2%,33.113,-86.58361,2020-04-22 12:00 EDT,01,117,211.261,1.3159078107175484
Chambers County,Alabama,270,11,16,5.9%,32.91425002,-85.39199738,2020-04-22 12:00 EDT,01,017,33.826,7.9820256607343464
Montgomery County,Alabama,253,8,3,1.2%,32.38015,-86.30008000000002,2020-04-22 12:00 EDT,01,101,226.941,1.1148272017837235
Tallapoosa County,Alabama,242,14,14,5.8%,32.86499611,-85.79385037,2020-04-22 12:00 EDT,01,123,40.636,5.9553105620631952
Marshall County,Alabama,241,46,4,1.7%,34.234758899999996,-86.31986499999991,2020-04-22 12:00 EDT,01,095,95.145,2.5329759840243838
Madison County,Alabama,202,0,4,2.0%,34.76311801,-86.55018951,2020-04-22 12:00 EDT,01,089,357.560,0.56494014990491106388
Tuscaloosa County,Alabama,165,8,0,0.0%,33.21042,-87.56625,2020-04-22 12:00 EDT,01,125,206.213,0.80014354090188300447
Baldwin County,Alabama,132,9,2,1.5%,30.73589116,-87.72352514,2020-04-22 12:00 EDT,01,003,208.107,0.63428909166918940737
Etowah County,Alabama,116,6,8,6.9%,34.045232666000096,-86.0347460039999,2020-04-22 12:00 EDT,01,055,102.939,1.1268809683404735
Walker County,Alabama,89,0,0,0.0%,33.7422,-87.25376,2020-04-22 12:00 EDT,01,127,64.493,1.3799947281100274
Calhoun County,Alabama,85,2,3,3.5%,33.77138006,-85.82610844,2020-04-22 12:00 EDT,01,015,115.098,0.73850110340753097361
Houston County,Alabama,75,2,3,4.0%,31.15312713,-85.302639,2020-04-22 12:00 EDT,01,069,104.352,0.71872125114995400184
Elmore County,Alabama,74,1,1,1.4%,32.54165,-86.31093,2020-04-22 12:00 EDT,01,051,81.212,0.91119538984386543861
