County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Mobile County,Alabama,1407,52,81,5.8%,30.78989019,-88.20635939,2020-05-08 12:00 EDT,01,097,414.659,3.3931495518003950
Jefferson County,Alabama,1094,29,59,5.4%,33.55427371,-86.89648912,2020-05-08 12:00 EDT,01,073,659.892,1.6578470416371164
Montgomery County,Alabama,533,18,15,2.8%,32.38015,-86.30008000000002,2020-05-08 12:00 EDT,01,101,226.941,2.3486280575127456
Marshall County,Alabama,525,38,8,1.5%,34.234758899999996,-86.31986499999991,2020-05-08 12:00 EDT,01,095,95.145,5.5178937411319565
Lee County,Alabama,419,2,30,7.2%,32.60103513,-85.35548613,2020-05-08 12:00 EDT,01,081,159.287,2.6304720410328526
Shelby County,Alabama,358,10,17,4.7%,33.113,-86.58361,2020-05-08 12:00 EDT,01,117,211.261,1.6945863173988573
Tallapoosa County,Alabama,315,1,41,13.0%,32.86499611,-85.79385037,2020-05-08 12:00 EDT,01,123,40.636,7.7517472192144896
Chambers County,Alabama,311,3,21,6.8%,32.91425002,-85.39199738,2020-05-08 12:00 EDT,01,017,33.826,9.1941110388458582
Tuscaloosa County,Alabama,269,10,4,1.5%,33.21042,-87.56625,2020-05-08 12:00 EDT,01,125,206.213,1.3044764394097365
Madison County,Alabama,244,3,4,1.6%,34.76311801,-86.55018951,2020-05-08 12:00 EDT,01,089,357.560,0.68240295335048663161
Baldwin County,Alabama,208,3,5,2.4%,30.73589116,-87.72352514,2020-05-08 12:00 EDT,01,003,208.107,0.99948584141811664192
Franklin County,Alabama,202,18,1,0.5%,34.44170124,-87.84389685,2020-05-08 12:00 EDT,01,059,31.542,6.4041595333206518
Etowah County,Alabama,166,5,10,6.0%,34.045232666000096,-86.0347460039999,2020-05-08 12:00 EDT,01,055,102.939,1.6126055236596431
Butler County,Alabama,162,7,3,1.9%,31.752498542000108,-86.68021570599991,2020-05-08 12:00 EDT,01,013,20.025,8.0898876404494382
Coffee County,Alabama,143,2,0,0.0%,31.40262913700011,-85.988180875,2020-05-08 12:00 EDT,01,031,51.288,2.7881765715177039
DeKalb County,Alabama,136,12,2,1.5%,34.459631638000104,-85.80422403399992,2020-05-08 12:00 EDT,01,049,71.200,1.9101123595505618
Elmore County,Alabama,130,3,4,3.1%,32.54165,-86.31093,2020-05-08 12:00 EDT,01,051,81.212,1.6007486578338177
Calhoun County,Alabama,123,3,3,2.4%,33.77138006,-85.82610844,2020-05-08 12:00 EDT,01,015,115.098,1.0686545378720742
Walker County,Alabama,105,2,0,0.0%,33.7422,-87.25376,2020-05-08 12:00 EDT,01,127,64.493,1.6280836679949762
Houston County,Alabama,102,2,4,3.9%,31.15312713,-85.302639,2020-05-08 12:00 EDT,01,069,104.352,0.97746090156393744250
Randolph County,Alabama,100,4,6,6.0%,33.293692338,-85.45915091099991,2020-05-08 12:00 EDT,01,111,22.574,4.4298750775228139
Dallas County,Alabama,95,12,3,3.2%,32.325885080999996,-87.1064959779999,2020-05-08 12:00 EDT,01,047,40.029,2.3732793724549701
Marion County,Alabama,95,2,7,7.4%,34.13654519,-87.88726277,2020-05-08 12:00 EDT,01,093,29.965,3.1703654263307192
Sumter County,Alabama,93,1,4,4.3%,32.591065299,-88.198812604,2020-05-08 12:00 EDT,01,119,12.985,7.1621101270696958
Lowndes County,Alabama,88,3,5,5.7%,32.154721347000105,-86.65010390200001,2020-05-08 12:00 EDT,01,085,10.236,8.5971082454083626
