County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Mobile County,Alabama,2133,48,114,5.3%,30.78989019,-88.20635939,2020-05-28 12:00 EDT,01,097,414.659,5.1439857810875925
Jefferson County,Alabama,1715,42,102,5.9%,33.55427371,-86.89648912,2020-05-28 12:00 EDT,01,073,659.892,2.5989101246870700
Montgomery County,Alabama,1541,95,38,2.5%,32.38015,-86.30008000000002,2020-05-28 12:00 EDT,01,101,226.941,6.7903111381372251
Tuscaloosa County,Alabama,680,48,13,1.9%,33.21042,-87.56625,2020-05-28 12:00 EDT,01,125,206.213,3.2975612594744269
Marshall County,Alabama,668,8,9,1.3%,34.234758899999996,-86.31986499999991,2020-05-28 12:00 EDT,01,095,95.145,7.0208628934783751
Lee County,Alabama,533,7,32,6.0%,32.60103513,-85.35548613,2020-05-28 12:00 EDT,01,081,159.287,3.3461613314331992
Franklin County,Alabama,515,17,7,1.4%,34.44170124,-87.84389685,2020-05-28 12:00 EDT,01,059,31.542,16.3274364339610678
Shelby County,Alabama,484,14,19,3.9%,33.113,-86.58361,2020-05-28 12:00 EDT,01,117,211.261,2.2910049654219189
Tallapoosa County,Alabama,418,8,64,15.3%,32.86499611,-85.79385037,2020-05-28 12:00 EDT,01,123,40.636,10.2864455162909735
Butler County,Alabama,392,1,15,3.8%,31.752498542000108,-86.68021570599991,2020-05-28 12:00 EDT,01,013,20.025,19.5755305867665418
Chambers County,Alabama,349,9,24,6.9%,32.91425002,-85.39199738,2020-05-28 12:00 EDT,01,017,33.826,10.3175072429492107
Madison County,Alabama,318,3,4,1.3%,34.76311801,-86.55018951,2020-05-28 12:00 EDT,01,089,357.560,0.88936122608792929858
Elmore County,Alabama,313,13,7,2.2%,32.54165,-86.31093,2020-05-28 12:00 EDT,01,051,81.212,3.8541102300152687
Walker County,Alabama,300,18,2,0.7%,33.7422,-87.25376,2020-05-28 12:00 EDT,01,127,64.493,4.6516676228427891
Baldwin County,Alabama,282,1,9,3.2%,30.73589116,-87.72352514,2020-05-28 12:00 EDT,01,003,208.107,1.3550721503841774
Dallas County,Alabama,244,12,3,1.2%,32.325885080999996,-87.1064959779999,2020-05-28 12:00 EDT,01,047,40.029,6.0955807039896075
Etowah County,Alabama,244,4,11,4.5%,34.045232666000096,-86.0347460039999,2020-05-28 12:00 EDT,01,055,102.939,2.3703358299575477
DeKalb County,Alabama,241,1,3,1.2%,34.459631638000104,-85.80422403399992,2020-05-28 12:00 EDT,01,049,71.200,3.3848314606741573
Morgan County,Alabama,231,20,1,0.4%,34.45209661,-86.85149931,2020-05-28 12:00 EDT,01,103,119.122,1.9391883950907473
Coffee County,Alabama,224,5,1,0.4%,31.40262913700011,-85.988180875,2020-05-28 12:00 EDT,01,031,51.288,4.3674933707689908
Lowndes County,Alabama,223,7,11,4.9%,32.154721347000105,-86.65010390200001,2020-05-28 12:00 EDT,01,085,10.236,21.7858538491598281
Sumter County,Alabama,213,3,6,2.8%,32.591065299,-88.198812604,2020-05-28 12:00 EDT,01,119,12.985,16.4035425490951097
Autauga County,Alabama,205,13,3,1.5%,32.53489266,-86.64270904,2020-05-28 12:00 EDT,01,001,55.200,3.7137681159420290
Houston County,Alabama,188,3,4,2.1%,31.15312713,-85.302639,2020-05-28 12:00 EDT,01,069,104.352,1.8015946028825514
Bullock County,Alabama,185,9,4,2.2%,32.1004472750001,-85.715949849,2020-05-28 12:00 EDT,01,011,10.352,17.8709428129829985
Pike County,Alabama,179,6,0,0.0%,31.802432535999998,-85.94090157299989,2020-05-28 12:00 EDT,01,109,33.403,5.3588001077747508
Colbert County,Alabama,161,0,2,1.2%,34.698627370000104,-87.809409365,2020-05-28 12:00 EDT,01,033,54.495,2.9543994861913937
Russell County,Alabama,159,11,0,0.0%,32.2884930810001,-85.184815949,2020-05-28 12:00 EDT,01,113,58.213,2.7313486678233384
Marengo County,Alabama,155,5,6,3.9%,32.2476083990001,-87.789578499,2020-05-28 12:00 EDT,01,091,19.538,7.9332582659432900
Lauderdale County,Alabama,153,8,2,1.3%,34.90347866,-87.65938649,2020-05-28 12:00 EDT,01,077,92.585,1.6525355079116488
Calhoun County,Alabama,152,0,3,2.0%,33.77138006,-85.82610844,2020-05-28 12:00 EDT,01,015,115.098,1.3206137378581730
Hale County,Alabama,151,10,7,4.6%,32.762615108,-87.62905152799999,2020-05-28 12:00 EDT,01,065,14.887,10.1430778531604756
Choctaw County,Alabama,148,0,8,5.4%,32.019617855,-88.263185278,2020-05-28 12:00 EDT,01,023,13.075,11.3193116634799235
Wilcox County,Alabama,136,4,7,5.1%,31.989249107,-87.308317685,2020-05-28 12:00 EDT,01,131,10.809,12.5821075030067536
Barbour County,Alabama,132,2,1,0.8%,31.8691904100001,-85.397182046,2020-05-28 12:00 EDT,01,005,25.782,5.1198510588782872
Clarke County,Alabama,130,2,2,1.5%,31.676615371,-87.8308048259999,2020-05-28 12:00 EDT,01,025,24.387,5.3307089842949112
Randolph County,Alabama,125,1,7,5.6%,33.293692338,-85.45915091099991,2020-05-28 12:00 EDT,01,111,22.574,5.5373438469035173
Marion County,Alabama,119,2,11,9.2%,34.13654519,-87.88726277,2020-05-28 12:00 EDT,01,093,29.965,3.9712998498247956
St. Clair County,Alabama,116,8,1,0.9%,33.653,-86.3377,2020-05-28 12:00 EDT,01,115,87.306,1.3286601149978237
