County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Mobile County,Alabama,1172,73,61,5.2%,30.78989019,-88.20635939,2020-05-02 12:00 EDT,01,097,414.659,2.8264188164250625
Jefferson County,Alabama,946,17,48,5.1%,33.55427371,-86.89648912,2020-05-02 12:00 EDT,01,073,659.892,1.4335679171743255
Lee County,Alabama,397,6,28,7.1%,32.60103513,-85.35548613,2020-05-02 12:00 EDT,01,081,159.287,2.4923565639380489
Montgomery County,Alabama,379,24,6,1.6%,32.38015,-86.30008000000002,2020-05-02 12:00 EDT,01,101,226.941,1.6700375868617835
Marshall County,Alabama,334,6,7,2.1%,34.234758899999996,-86.31986499999991,2020-05-02 12:00 EDT,01,095,95.145,3.5104314467391876
Shelby County,Alabama,324,4,13,4.0%,33.113,-86.58361,2020-05-02 12:00 EDT,01,117,211.261,1.5336479520593011
Chambers County,Alabama,294,4,21,7.1%,32.91425002,-85.39199738,2020-05-02 12:00 EDT,01,017,33.826,8.6915390527996216
Tallapoosa County,Alabama,290,4,18,6.2%,32.86499611,-85.79385037,2020-05-02 12:00 EDT,01,123,40.636,7.1365291859434984
Madison County,Alabama,233,8,4,1.7%,34.76311801,-86.55018951,2020-05-02 12:00 EDT,01,089,357.560,0.65163888578140731625
Tuscaloosa County,Alabama,216,6,2,0.9%,33.21042,-87.56625,2020-05-02 12:00 EDT,01,125,206.213,1.0474606353624650
Baldwin County,Alabama,181,6,4,2.2%,30.73589116,-87.72352514,2020-05-02 12:00 EDT,01,003,208.107,0.86974489084941880859
Etowah County,Alabama,141,2,10,7.1%,34.045232666000096,-86.0347460039999,2020-05-02 12:00 EDT,01,055,102.939,1.3697432460000583
Coffee County,Alabama,118,1,0,0.0%,31.40262913700011,-85.988180875,2020-05-02 12:00 EDT,01,031,51.288,2.3007331149586648
Franklin County,Alabama,100,22,0,0.0%,34.44170124,-87.84389685,2020-05-02 12:00 EDT,01,059,31.542,3.1703760065943821
