County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
New York,New York,12305,1541,99,0.80%,40.71455,-74.00714,2020-03-23 18:28 EDT,36,61,68.02,180.9026757
Westchester,New York,2894,1021,0,0.00%,41.16319759,-73.7560629,2020-03-23 18:28 EDT,36,119,27.97,103.4680014
Nassau,New York,2442,542,4,0.20%,40.74165225,-73.58899619,2020-03-23 18:28 EDT,36,59,20.48,119.2382813
Suffolk,New York,1458,424,13,0.90%,40.87732808,-72.85898036,2020-03-23 18:28 EDT,36,103,29.24,49.86320109
Rockland,New York,592,137,1,0.20%,41.152374,-74.02401032,2020-03-23 18:28 EDT,36,87,6.95,85.17985612
Orange,New York,389,142,0,0.00%,41.40206825,-74.30559567,2020-03-23 18:28 EDT,36,71,11.27,34.51641526
Albany,New York,127,4,0,0.00%,42.65155,-73.75521,2020-03-23 18:28 EDT,36,1,17.58,7.224118316
Dutchess,New York,100,18,1,1.00%,41.76477515,-73.74281684,2020-03-23 18:28 EDT,36,27,19.66,5.08646999
Erie,New York,87,31,0,0.00%,42.76382119,-78.73224973,2020-03-23 18:28 EDT,36,29,27.67,3.144199494
Monroe,New York,80,12,2,2.50%,43.14604282,-77.69674911,2020-03-23 18:28 EDT,36,55,25.92,3.086419753
Onondaga,New York,53,8,0,0.00%,43.00487,-76.1836,2020-03-23 18:28 EDT,36,67,17.03,3.112155021
Saratoga,New York,53,0,0,0.00%,43.06974,-73.63661,2020-03-23 18:28 EDT,36,91,3.4,10.29411765
Schenectady,New York,44,0,0,0.00%,42.81238,-73.94122,2020-03-23 18:28 EDT,36,93,4.58,6.986899563
Putnam,New York,45,0,0,0.00%,41.42653455,-73.7494999,2020-03-23 18:28 EDT,36,79,2.58,12.01550388
Rensselaer,New York,29,0,0,0.00%,42.71086263,-73.5097379,2020-03-23 18:28 EDT,36,83,5.87,3.407155026
Ulster,New York,35,0,0,0.00%,41.95986,-73.99033,2020-03-23 18:28 EDT,36,111,11.82,1.52284264
Columbia,New York,17,0,0,0.00%,42.25001078,-73.63186134,2020-03-23 18:28 EDT,36,21,1.96,8.673469388
Tompkins,New York,15,0,0,0.00%,42.44933495,-76.47064359,2020-03-23 18:28 EDT,36,109,13.09,1.145912911
Sullivan,New York,23,0,0,0.00%,41.71631354,-74.76811083,2020-03-23 18:28 EDT,36,105,3.79,3.166226913
Niagara,New York,10,0,0,0.00%,43.19998147,-78.74522262,2020-03-23 18:28 EDT,36,63,3.99,2.255639098
Oneida,New York,7,1,0,0.00%,43.24306498,-75.42583597,2020-03-23 18:28 EDT,36,65,13.15,0.380228137
Ontario,New York,6,0,0,0.00%,42.85288942,-77.29981098,2020-03-23 18:28 EDT,36,69,3.24,1.234567901
