County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
Mobile County,Alabama,721,41,28,3.9%,30.78989019,-88.20635939,2020-04-21 12:00 EDT,01,097,414.659,1.7387781285345308
Jefferson County,Alabama,700,12,16,2.3%,33.55427371,-86.89648912,2020-04-21 12:00 EDT,01,073,659.892,1.0607796427294163
Lee County,Alabama,319,8,14,4.4%,32.60103513,-85.35548613,2020-04-21 12:00 EDT,01,081,159.287,2.0026744178746539
Shelby County,Alabama,274,1,6,2.2%,33.113,-86.58361,2020-04-21 12:00 EDT,01,117,211.261,1.2969738853834830
Chambers County,Alabama,259,2,13,5.0%,32.91425002,-85.39199738,2020-04-21 12:00 EDT,01,017,33.826,7.6568320227044285
Montgomery County,Alabama,245,14,3,1.2%,32.38015,-86.30008000000002,2020-04-21 12:00 EDT,01,101,226.941,1.0795757487628943
Tallapoosa County,Alabama,228,35,11,4.8%,32.86499611,-85.79385037,2020-04-21 12:00 EDT,01,123,40.636,5.6107884634314401
Madison County,Alabama,202,0,4,2.0%,34.76311801,-86.55018951,2020-04-21 12:00 EDT,01,089,357.560,0.56494014990491106388
Marshall County,Alabama,195,28,3,1.5%,34.234758899999996,-86.31986499999991,2020-04-21 12:00 EDT,01,095,95.145,2.0495033895632981
Tuscaloosa County,Alabama,157,4,0,0.0%,33.21042,-87.56625,2020-04-21 12:00 EDT,01,125,206.213,0.76134870255512504061
Baldwin County,Alabama,123,6,2,1.6%,30.73589116,-87.72352514,2020-04-21 12:00 EDT,01,003,208.107,0.59104210814629012960
Etowah County,Alabama,110,10,7,6.4%,34.045232666000096,-86.0347460039999,2020-04-21 12:00 EDT,01,055,102.939,1.0685940217021731
Walker County,Alabama,89,0,0,0.0%,33.7422,-87.25376,2020-04-21 12:00 EDT,01,127,64.493,1.3799947281100274
Calhoun County,Alabama,83,3,3,3.6%,33.77138006,-85.82610844,2020-04-21 12:00 EDT,01,015,115.098,0.72112460685676553893
