"Place","Region","Confirmed","Deaths","Recovered","Active","Last Update"
"Virginia","United States","30","0","0","30","2020-03-13 20:00:00 * CTY: James City 7; Fairfax 6; Arlington 5; Loudoun 3; Virginia Beach 2; Prince William 2; Spotsylvania 1; Hanover 1; Prince Edward 1; Alexandria 1; Harrisonburg 1"
"Tennessee","United States","26","0","0","26","2020-03-14 02:00:00 * CTY: Davidson 19; Williamson 9; Shelby 2; Sullivan 1; Knox 1; Hamiton 1; Jefferson 1; Rutherford 1"
"Michigan","United States","25","0","0","25","2020-03-14 02:00:00 * CTY: Oakland 3; Kent 3; Washtenaw 3; Wayne 2; St. Clair 1; Ingham 1; Montcalm 1; Montcalm 1; unknown 11"
"Nevada","United States","20","0","0","20","2020-03-14 02:00:00 * CTY: Clark 16; Washoe 3; Ormsby 1"
"Wisconsin","United States","19","0","1","18","2020-02-14 02:00:00 * CTY: Fond du Lac 6; Dane 5; Sheboygan 3; Milwaukee 3; Pierce 1; Waukesha 1; Racine 1"
"North Carolina","United States","19","0","0","19","2020-03-14 03:00:00 * CTY: Wake 9; Forsyth 2; Chatham 1; Durham 1; Johnston 1; Mecklenburg 1; Cabarrus 1; Onslow 1; Wayne 1; Harnett 1"
"Maryland","United States","19","0","0","19","2020-03-14 02:00:00 * CTY: Montgomery 6; Prince George 7; Harford 1; Baltimore 2; Charles 1; Anne Arundel 1; Carroll 1"
"Iowa","United States","17","0","0","17","2020-03-14 02:00:00 * CTY Johnson 14; Pottawattamie 1; Carroll 1; Harrison 1"
"Ohio","United States","16","0","0","16","2020-03-14 02:00:00 * CTY: Cuyahoga 6; Bulter 4; Stark 2; Belmont 2; Trumbull 1; Summit 1"
"Rhode Island","United States","14","0","0","14","2020-03-14 02:00:00 * CTY: Providence 3; unknown 11"
"Minnesota","United States","14","0","0","14","2020-03-14 02:00:00 * CTY: Ramsey 3; Carver 1; Anoka 1; Olmsted 1; Dakota 1; Stearns 1; Hennepin 1; Wright 1; unknown 4"
"Kentucky","United States","14","0","0","14","2020-03-14 02:00:00 * CTY: Harrison 5; Fayette 3; Jefferson 2; Montgomery 2; unknown 2"
"Nebraska","United States","14","0","0","14","2020-03-14 02:00:00 * CTY: Douglas 12; Knox 1; Cass 1"
"Indiana","United States","13","0","0","13","2020-03-13 02:00:00 * CTY: Johnson 3; Hendricks 2; Marion 2; Nobel 1; Adams 1; Boone 1; Howard 1; St. Joseph 1; Hancock 1"
"South Carolina","United States","13","0","0","13","2020-03-14 02:00:00 * CTY: Kershaw 5; Camden 4; Charleston 1; Spartanburg 1; Lancaster 2"
"Connecticut","United States","11","0","0","11","2020-03-14 02:00:00 * CTY: Litchfield 3; Fairfield 8"
"Arizona","United States","10","0","1","9","2020-03-14 02:00:00 * CTY: Pima 2; Maricopa 3; Pinal 5"
"District of Columbia","United States","10","0","0","10","2020-03-12 02:00:00"
"New Mexico","United States","10","0","0","10","2020-03-14 02:00:00 * CTY: Socorro 2; Bernalillo 5; Santa Fe 3"
"Utah","United States","9","0","0","9","2020-03-14 02:00:00 * CTY: Summit 4; Davis 1; Weber 1; Salt Lake 1; unknown 4"
"South Dakota","United States","9","1","0","8","2020-03-14 02:00:00 * CTY: Minnehaha 3; Pennington 1; Beadle 1; Charles Mix 1; Davidson 1; Bon Homme 1; McCook 1"
"Arkansas","United States","9","0","0","9","2020-03-14 02:00:00 * CTY unknown 9"
"New Hampshire","United States","6","0","0","6","2020-03-13 02:00:00 * CNTY: Grafton 3; Rockingham 3"
"Kansas","United States","6","1","0","5","2020-03-14 02:00:00 * CTY: Johnson 4; Wyandotte 1; Sedgwick 1"
"Mississippi","United States","6","0","0","6","2020-03-14 02:00:00 * CTY Forrest 3; Leflore 1; unknown 2"
"Alabama","United States","6","0","0","6","2020-03-14 02:00:00 * CTY: Montgomery 1; Jefferson 1; Elmore 1; Tuscaloosa 1; Limestone 1; unknown 1"
"Montana","United States","5","0","0","5","2020-03-14 02:00:00 * CTY Gallatin 1; Yellowstone 1; Silver Bow 1; Lewis and Clark 1; unknown 1"
"Missouri","United States","4","0","0","4","2020-03-14 02:00:00 * CTY: St. Louis 2; Greene 1; unknown 1"
"Delaware","United States","4","0","0","4","2020-03-12 17:00:00 * CTY New Castle 4"
"Oklahoma","United States","3","0","0","3","2020-03-13 02:00:00 * CTY: Tulsa 2; Jackson 1"
"Maine","United States","3","0","0","3","2020-03-13 15:00:00 * CTY: Androscoggin 1; unknown 2"
"Hawaii","United States","2","0","0","2","2020-03-09 11:30:00 * CTY: Honolulu 2"
"Vermont","United States","2","0","0","2","2020-03-12 02:00:00 * CTY Bennington 1; Chittenden 1"
"Wyoming","United States","1","0","0","1","2020-03-12 02:00:00 * CTY Sheridan 1"
"North Dakota","United States","1","0","0","1","2020-03-12 02:00:00 * CTY: Ward 1"
"Alaska","United States","1","0","0","1","2020-03-13 02:00:00 * CTY: unknown 1"
"Idaho","United States","1","0","0","1","2020-03-14 02:00:00 * CTY Ada 1"
