"Place","Region","Confirmed","Deaths","Recovered","Active","Last Update"
"United States","United States","1,319","38","8","1,273","2020-03-12 03:00:00"
"Washington","United States","373","30","1","342","2020-03-12 02:00:00 * CTY: King 234; Snohomish 75; Pierce 17; Kitsap 2; Grant 1; Jefferson 1; Clark 1; Kittitas 1; Skagit 1; Whatcom 1; Island 1; Thurston 1; unknown 36"
"New York","United States","218","0","0","218","2020-03-11 21:00:00 * CTY:Westchester 121; NYC 53; Nassau 28; Rockland 6; Suffolk 6; Saratoga 2; Ulster 2"
"California","United States","177","4","2","171","2020-03-12 02:00:00 * CTY: Santa Clara: 48; Los Angeles: 27; San Francisco: 14; Sacramento: 11; Contra Costa: 10; San Mateo: 15; Placer: 7; Solano: 6; Riverside: 6; Orange: 5; Alameda: 5; Sonoma: 3; San Benito: 2; Santa Cruz: 4; Fresno: 2; Calaveras 2; Stanislaus 2; Humboldt: 1; Yolo: 1; Ventura: 1; Madera: 1; Shasta: 1; Marin 1; San Diego 1; San Joaquin 1"
"Massachusetts","United States","95","0","1","94","2020-03-11 02:00:00 * CTY: Middlesex 44; Norfolk 23; Suffolk 19; Berkshire 7; Worcester 1; Essex 1"
"Colorado","United States","34","0","0","34","2020-03-12 02:00:00 * CTY: Pitkin 9; Denver 7; Eagle 4; Douglas 3; Arapahoe 3; Jefferson 3; Gunnison 2; Summit 1; El Paso 1; Larimer 1"
"Georgia","United States","31","0","0","31","2020-03-12 03:00:00 * CTY: Cobb 8; Fulton 7; Gwinnett 2; Dekalb 4; Bartow 3; Floyd 1; Cherokee 1; Polk 1; Fayette 1; Charlton 1; Lowndes 1; Lee 1"
"Florida","United States","29","2","0","27","2020-03-12 02:00:00 * CTY: Broward 4; Collier 3; Manatee 2; Hillsborough 2; Lee 2; Volusia 2; Pinellas 2; Santa Rosa 1; Charlotte 1; Okaloosa 1; Alachua 1; Nassau 1; Pasco 1; Dade 1; unknown 5"
"Illinois","United States","25","0","2","23","2020-03-11 21:00:00 * CTY: Cook 17; Kane 1; McHenry 1; unknown 6"
"New Jersey","United States","23","1","0","22","2020-03-11 19:20:00 * CTY: Bergen 11; Monmouth 4; Burlington 2; Middlesex 2; Camden 1; Hudson 1; Passaic 1; Union 1"
"Texas","United States","22","0","0","22","2020-03-12 02:00:00 * CTY: Fort Bend 6; Harris 5; Houston 2; Collin 3; Gregg 1; Dallas 3; Tarrant 1; Montgomery 1"
"Oregon","United States","19","0","0","19","2020-03-11 21:00:00 * CTY: Washington 8; Jackson 2; Klamath 1; Umatilla 2; Douglas 1; Marion 2; Multnomah 1; Polk 1; Deschutes 1"
"Pennsylvania","United States","16","0","0","16","2020-03-11 21:00:00 * CTY: Montgomery 9; Bucks 2; Delaware 1; Wayne 1; Monroe 2; Philadelphia 1"
"Iowa","United States","14","0","0","14","2020-03-12 02:00:00 * CTY Johnson 13; Pottawattamie 1"
"Louisiana","United States","13","0","0","13","2020-03-12 02:00:00 * Parish: Orleans 5; Jefferson 1; unknown 7"
