"Place","Region","Confirmed","Deaths","Recovered","Active","Last Update"
"United States","United States","125","9","6","110","2020-03-04 03:00:00"
"Washington","United States","27","9","1","17","2020-03-03 20:00:00 * 2 cases are presumptive"
"California","United States","26","0","2","24","2020-03-03 22:00:00 * 1 case is presumptive"
"Illinois","United States","4","0","2","2","2020-03-02 18:30:00 * 2 cases are presumptive"
"Oregon","United States","3","0","0","3","2020-03-02 18:30:00 * 2 cases are presumptive"
"Florida","United States","3","0","0","3","2020-03-03 17:52:00 * 3 cases are presumptive"
"Arizona","United States","2","0","1","1","2020-03-03 22:00:00"
"Massachusetts","United States","2","0","0","2","2020-03-03 03:00:00"
"Rhode Island","United States","2","0","0","2","2020-03-02 22:00:00 * 1 case is presumptive"
"New York","United States","2","0","0","2","2020-03-03 19:00:00"
"New Hampshire","United States","2","0","0","2","2020-03-04 03:00:00 * 1 case is presumptive"
"Georgia","United States","2","0","0","2","2020-03-03 03:00:00"
"Wisconsin","United States","1","0","0","1","2020-02-05 21:53:00"
"North Carolina","United States","1","0","0","1","2020-03-03 21:00:00"
