County Name,State Name,Confirmed,New,Death,Fatality Rate,Latitude,Longitude,Last Update,STATEFP,COUNTYFP,Population Estimate 2018 (Ths.),Infection Rate
New York,New York,33768,3003,776,2.30%,40.71455,-74.00714,2020-03-29 21:44 EDT,36,500,8443.713,3.999188509
Westchester,New York,8519,644,10,0.10%,41.16319759,-73.7560629,2020-03-29 21:44 EDT,36,119,968.815,8.793216455
Nassau,New York,6445,908,39,0.60%,40.74165225,-73.58899619,2020-03-29 21:44 EDT,36,59,1356.564,4.750973784
Suffolk,New York,5023,885,40,0.80%,40.87732808,-72.85898036,2020-03-29 21:44 EDT,36,103,1487.901,3.375896649
Rockland,New York,2209,313,8,0.40%,41.152374,-74.02401032,2020-03-29 21:44 EDT,36,87,323.686,6.824515117
Orange,New York,1247,105,5,0.40%,41.40206825,-74.30559567,2020-03-29 21:44 EDT,36,71,378.227,3.296961877
Erie,New York,414,34,7,1.70%,42.76382119,-78.73224973,2020-03-29 21:44 EDT,36,29,919.866,0.450065553
Dutchess,New York,320,58,2,0.60%,41.76477515,-73.74281684,2020-03-29 21:44 EDT,36,27,293.894,1.088827945
Monroe,New York,219,17,5,2.30%,43.14604282,-77.69674911,2020-03-29 21:44 EDT,36,55,744.248,0.294256753
Albany,New York,205,10,1,0.50%,42.65155,-73.75521,2020-03-29 21:44 EDT,36,1,307.426,0.666827139
Onondaga,New York,194,48,1,0.50%,43.00487,-76.1836,2020-03-29 21:44 EDT,36,67,464.242,0.417885499
Ulster,New York,186,51,0,0.00%,41.95986,-73.99033,2020-03-29 21:44 EDT,36,111,179.303,1.037350184
Putnam,New York,144,13,0,0.00%,41.42653455,-73.7494999,2020-03-29 21:44 EDT,36,79,99.07,1.453517715
Saratoga,New York,108,12,1,0.90%,43.06974,-73.63661,2020-03-29 21:44 EDT,36,91,227.377,0.474982078
Sullivan,New York,88,16,0,0.00%,41.71631354,-74.76811083,2020-03-29 21:44 EDT,36,105,75.211,1.170041616
Schenectady,New York,76,4,1,1.30%,42.81238,-73.94122,2020-03-29 21:44 EDT,36,93,154.883,0.490692975
Tompkins,New York,70,14,0,0.00%,42.44933495,-76.47064359,2020-03-29 21:44 EDT,36,109,102.962,0.679862474
Rensselaer,New York,52,1,0,0.00%,42.71086263,-73.5097379,2020-03-29 21:44 EDT,36,83,159.431,0.326159906
Madison,New York,42,13,1,2.40%,42.91290749,-75.66978904,2020-03-29 21:44 EDT,36,53,71.359,0.58857327
Niagara,New York,38,5,0,0.00%,43.19998147,-78.74522262,2020-03-29 21:44 EDT,36,63,211.704,0.1794959
Columbia,New York,33,3,1,3.00%,42.25001078,-73.63186134,2020-03-29 21:44 EDT,36,21,60.919,0.541702917
